PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI,Label
30525469,signal transduction in human cell lysate via dynamic rna nanotechnology,"Hochrein LM, Ge TJ, Schwarzkopf M, Pierce NA.",ACS Synth Biol. 2018 Dec 21;7(12):2796-2802. doi: 10.1021/acssynbio.8b00424. Epub 2018 Dec 7.,Hochrein LM,ACS Synth Biol,2018,2018/12/12,PMC6305621,,10.1021/acssynbio.8b00424,0
12390893,"spatiotemporal expression of epidermal growth factor receptor messenger rna and protein in the hamster ovary: follicle stage-specific differential modulation by follicle-stimulating hormone, luteinizing hormone, estradiol, and progesterone","Garnett K, Wang J, Roy SK.",Biol Reprod. 2002 Nov;67(5):1593-604. doi: 10.1095/biolreprod.102.005470.,Garnett K,Biol Reprod,2002,2002/10/23,,,10.1095/biolreprod.102.005470,0
17973924,temporal profile of circadian clock gene expression in a transplanted suprachiasmatic nucleus and peripheral tissues,"Sujino M, Nagano M, Fujioka A, Shigeyoshi Y, Inouye ST.",Eur J Neurosci. 2007 Nov;26(10):2731-8. doi: 10.1111/j.1460-9568.2007.05926.x. Epub 2007 Oct 31.,Sujino M,Eur J Neurosci,2007,2007/11/02,,,10.1111/j.1460-9568.2007.05926.x,1
32652492,photogal4: a versatile light-dependent switch for spatiotemporal control of gene expression in drosophila explants,"de Mena L, Rincon-Limas DE.",iScience. 2020 Jul 24;23(7):101308. doi: 10.1016/j.isci.2020.101308. Epub 2020 Jun 23.,de Mena L,iScience,2020,2020/07/12,PMC7347995,,10.1016/j.isci.2020.101308,0
19133737,toward understanding the conformational dynamics of rna ligation,"Swift RV, Durrant J, Amaro RE, McCammon JA.",Biochemistry. 2009 Feb 3;48(4):709-19. doi: 10.1021/bi8018114.,Swift RV,Biochemistry,2009,2009/01/13,PMC2651658,,10.1021/bi8018114,0
34022290,dynamics of the canonical rna degradosome components during glucose stress,"Jaso-Vera ME, Domínguez-Malfavón L, Curiel-Quesada E, García-Mena J.",Biochimie. 2021 Aug;187:67-74. doi: 10.1016/j.biochi.2021.05.006. Epub 2021 May 19.,Jaso-Vera ME,Biochimie,2021,2021/05/22,,,10.1016/j.biochi.2021.05.006,0
34017831,temporal transcriptome analysis reveals dynamic gene expression patterns driving β-cell maturation,"Sanavia T, Huang C, Manduchi E, Xu Y, Dadi PK, Potter LA, Jacobson DA, Di Camillo B, Magnuson MA, Stoeckert CJ Jr, Gu G.",Front Cell Dev Biol. 2021 May 4;9:648791. doi: 10.3389/fcell.2021.648791. eCollection 2021.,Sanavia T,Front Cell Dev Biol,2021,2021/05/21,PMC8129579,,10.3389/fcell.2021.648791,1
26523393,temporal transcriptomics suggest that twin-peaking genes reset the clock,"Pembroke WG, Babbs A, Davies KE, Ponting CP, Oliver PL.",Elife. 2015 Nov 2;4:e10518. doi: 10.7554/eLife.10518.,Pembroke WG,Elife,2015,2015/11/03,PMC4718813,,10.7554/eLife.10518,1
29802404,tracing the temporal-spatial transcriptome landscapes of the human fetal digestive tract using single-cell rna-sequencing,"Gao S, Yan L, Wang R, Li J, Yong J, Zhou X, Wei Y, Wu X, Wang X, Fan X, Yan J, Zhi X, Gao Y, Guo H, Jin X, Wang W, Mao Y, Wang F, Wen L, Fu W, Ge H, Qiao J, Tang F.",Nat Cell Biol. 2018 Jun;20(6):721-734. doi: 10.1038/s41556-018-0105-4. Epub 2018 May 25.,Gao S,Nat Cell Biol,2018,2018/05/27,,,10.1038/s41556-018-0105-4,1
16160143,temporal and anatomic relationship between virus replication and cytokine gene expression after vaginal simian immunodeficiency virus infection,"Abel K, Rocke DM, Chohan B, Fritts L, Miller CJ.",J Virol. 2005 Oct;79(19):12164-72. doi: 10.1128/JVI.79.19.12164-12172.2005.,Abel K,J Virol,2005,2005/09/15,PMC1211549,,10.1128/JVI.79.19.12164-12172.2005,1
11297689,late temporal gene expression from the human cytomegalovirus pp28us (ul99) promoter when integrated into the host cell chromosome,"Wu J, O'Neill J, Barbosa MS.",J Gen Virol. 2001 May;82(Pt 5):1147-1155. doi: 10.1099/0022-1317-82-5-1147.,Wu J,J Gen Virol,2001,2001/04/12,,,10.1099/0022-1317-82-5-1147,0
17965412,myod acetylation influences temporal patterns of skeletal muscle gene expression,"Di Padova M, Caretti G, Zhao P, Hoffman EP, Sartorelli V.",J Biol Chem. 2007 Dec 28;282(52):37650-9. doi: 10.1074/jbc.M707309200. Epub 2007 Oct 27.,Di Padova M,J Biol Chem,2007,2007/10/30,,,10.1074/jbc.M707309200,1
28224498,differential gene expression (dex) and alternative splicing events (ase) for temporal dynamic processes using hmms and hierarchical bayesian modeling approaches,"Oh S, Song S.",Methods Mol Biol. 2017;1552:165-176. doi: 10.1007/978-1-4939-6753-7_12.,Oh S,Methods Mol Biol,2017,2017/02/23,,,10.1007/978-1-4939-6753-7_12,1
20889495,network-based comparison of temporal gene expression patterns,"Huang W, Cao X, Zhong S.",Bioinformatics. 2010 Dec 1;26(23):2944-51. doi: 10.1093/bioinformatics/btq561. Epub 2010 Sep 30.,Huang W,Bioinformatics,2010,2010/10/05,PMC2982154,,10.1093/bioinformatics/btq561,1
32421815,gene expression dynamics are a proxy for selective pressures on alternatively polyadenylated isoforms,"Levin M, Zalts H, Mostov N, Hashimshony T, Yanai I.",Nucleic Acids Res. 2020 Jun 19;48(11):5926-5938. doi: 10.1093/nar/gkaa359.,Levin M,Nucleic Acids Res,2020,2020/05/19,PMC7293032,,10.1093/nar/gkaa359,0
16397005,a multi-step approach to time series analysis and gene expression clustering,"Amato R, Ciaramella A, Deniskina N, Del Mondo C, di Bernardo D, Donalek C, Longo G, Mangano G, Miele G, Raiconi G, Staiano A, Tagliaferri R.",Bioinformatics. 2006 Mar 1;22(5):589-96. doi: 10.1093/bioinformatics/btk026. Epub 2006 Jan 5.,Amato R,Bioinformatics,2006,2006/01/07,,,10.1093/bioinformatics/btk026,1
18452181,quantitative and temporal analysis of gene silencing in tumor cells induced by small interfering rna or short hairpin rna expressed from plasmid vectors,"Takahashi Y, Yamaoka K, Nishikawa M, Takakura Y.",J Pharm Sci. 2009 Jan;98(1):74-80. doi: 10.1002/jps.21398.,Takahashi Y,J Pharm Sci,2009,2008/05/03,,,10.1002/jps.21398,0
18485334,time-course of immediate early gene expression in hippocampal subregions of adrenalectomized rats after acute corticosterone challenge,"Hansson AC, Fuxe K.",Brain Res. 2008 Jun 18;1215:1-10. doi: 10.1016/j.brainres.2008.03.080. Epub 2008 Apr 10.,Hansson AC,Brain Res,2008,2008/05/20,PMC2435408,NIHMS45025,10.1016/j.brainres.2008.03.080,1
32423473,rna structural dynamics regulate early embryogenesis through controlling transcriptome fate and function,"Shi B, Zhang J, Heng J, Gong J, Zhang T, Li P, Sun BF, Yang Y, Zhang N, Zhao YL, Wang HL, Liu F, Zhang QC, Yang YG.",Genome Biol. 2020 May 18;21(1):120. doi: 10.1186/s13059-020-02022-2.,Shi B,Genome Biol,2020,2020/05/20,PMC7236375,,10.1186/s13059-020-02022-2,0
33937011,non-genomic control of dynamic mycn gene expression in liver cancer,"Qin XY, Gailhouste L.",Front Oncol. 2021 Apr 16;10:618515. doi: 10.3389/fonc.2020.618515. eCollection 2020.,Qin XY,Front Oncol,2021,2021/05/03,PMC8085327,,10.3389/fonc.2020.618515,0
27552150,"time-series interactions of gene expression, vascular growth and hemodynamics during early embryonic arterial development","Goktas S, Uslu FE, Kowalski WJ, Ermek E, Keller BB, Pekkan K.",PLoS One. 2016 Aug 23;11(8):e0161611. doi: 10.1371/journal.pone.0161611. eCollection 2016.,Goktas S,PLoS One,2016,2016/08/24,PMC4994943,,10.1371/journal.pone.0161611,1
24821765,temporal patterns of gene expression in developing maize endosperm identified through transcriptome sequencing,"Li G, Wang D, Yang R, Logan K, Chen H, Zhang S, Skaggs MI, Lloyd A, Burnett WJ, Laurie JD, Hunter BG, Dannenhoffer JM, Larkins BA, Drews GN, Wang X, Yadegari R.",Proc Natl Acad Sci U S A. 2014 May 27;111(21):7582-7. doi: 10.1073/pnas.1406383111. Epub 2014 May 12.,Li G,Proc Natl Acad Sci U S A,2014,2014/05/14,PMC4040564,,10.1073/pnas.1406383111,1
19700494,"an inducible, modular system for spatio-temporal control of gene expression in stomatal guard cells","Xiong TC, Hann CM, Chambers JP, Surget M, Ng CK.",J Exp Bot. 2009;60(14):4129-36. doi: 10.1093/jxb/erp246. Epub 2009 Aug 21.,Xiong TC,J Exp Bot,2009,2009/08/25,PMC2755031,,10.1093/jxb/erp246,0
24570111,spatiotemporal pattern of rna-binding motif protein 3 expression after spinal cord injury in rats,"Zhao W, Xu D, Cai G, Zhu X, Qian M, Liu W, Cui Z.",Cell Mol Neurobiol. 2014 May;34(4):491-9. doi: 10.1007/s10571-014-0033-1. Epub 2014 Feb 26.,Zhao W,Cell Mol Neurobiol,2014,2014/02/27,,,10.1007/s10571-014-0033-1,0
23323795,more powerful significant testing for time course gene expression data using functional principal component analysis approaches,"Wu S, Wu H.",BMC Bioinformatics. 2013 Jan 16;14:6. doi: 10.1186/1471-2105-14-6.,Wu S,BMC Bioinformatics,2013,2013/01/18,PMC3617096,,10.1186/1471-2105-14-6,1
19216801,the time course of the transcriptomic response of sinorhizobium meliloti 1021 following a shift to acidic ph,"Hellweg C, Pühler A, Weidner S.",BMC Microbiol. 2009 Feb 15;9:37. doi: 10.1186/1471-2180-9-37.,Hellweg C,BMC Microbiol,2009,2009/02/17,PMC2651895,,10.1186/1471-2180-9-37,1
30789893,single-cell transcriptomics reveals gene expression dynamics of human fetal kidney development,"Hochane M, van den Berg PR, Fan X, Bérenger-Currias N, Adegeest E, Bialecka M, Nieveen M, Menschaart M, Chuva de Sousa Lopes SM, Semrau S.",PLoS Biol. 2019 Feb 21;17(2):e3000152. doi: 10.1371/journal.pbio.3000152. eCollection 2019 Feb.,Hochane M,PLoS Biol,2019,2019/02/22,PMC6400406,,10.1371/journal.pbio.3000152,1
15637286,temporal changes in gene expression in the arcuate nucleus precede seasonal responses in adiposity and reproduction,"Ross AW, Bell LM, Littlewood PA, Mercer JG, Barrett P, Morgan PJ.",Endocrinology. 2005 Apr;146(4):1940-7. doi: 10.1210/en.2004-1538. Epub 2005 Jan 6.,Ross AW,Endocrinology,2005,2005/01/08,,,10.1210/en.2004-1538,1
30867194,the hepatitis c virus rna-dependent rna polymerase directs incoming nucleotides to its active site through magnesium-dependent dynamics within its f motif,"Ben Ouirane K, Boulard Y, Bressanelli S.",J Biol Chem. 2019 May 10;294(19):7573-7587. doi: 10.1074/jbc.RA118.005209. Epub 2019 Mar 13.,Ben Ouirane K,J Biol Chem,2019,2019/03/15,PMC6514640,,10.1074/jbc.RA118.005209,0
34346759,dual rna-seq reveals the global transcriptome dynamics of ralstonia solanacearum and pepper (capsicum annuum) hypocotyls during bacterial wilt pathogenesis,"Du H, Yang J, Chen B, Zhang X, Xu X, Wen C, Geng S.",Phytopathology. 2021 Aug 4. doi: 10.1094/PHYTO-01-21-0032-R. Online ahead of print.,Du H,Phytopathology,2021,2021/08/04,,,10.1094/PHYTO-01-21-0032-R,0
34500547,rna dynamics in alzheimer's disease,"Rybak-Wolf A, Plass M.",Molecules. 2021 Aug 24;26(17):5113. doi: 10.3390/molecules26175113.,Rybak-Wolf A,Molecules,2021,2021/09/10,PMC8433936,,10.3390/molecules26175113,1
33360129,sars-cov-2 rna monitoring in wastewater as a potential early warning system for covid-19 transmission in the community: a temporal case study,"Ahmed W, Tscharke B, Bertsch PM, Bibby K, Bivins A, Choi P, Clarke L, Dwyer J, Edson J, Nguyen TMH, O'Brien JW, Simpson SL, Sherman P, Thomas KV, Verhagen R, Zaugg J, Mueller JF.",Sci Total Environ. 2021 Mar 20;761:144216. doi: 10.1016/j.scitotenv.2020.144216. Epub 2020 Dec 5.,Ahmed W,Sci Total Environ,2021,2020/12/28,PMC7718102,,10.1016/j.scitotenv.2020.144216,0
26681650,inference of gene interaction networks using conserved subsequential patterns from multiple time course gene expression datasets,"Liu Q, Song R, Li J.",BMC Genomics. 2015;16 Suppl 12(Suppl 12):S4. doi: 10.1186/1471-2164-16-S12-S4. Epub 2015 Dec 9.,Liu Q,BMC Genomics,2015,2015/12/19,PMC4682423,,10.1186/1471-2164-16-S12-S4,1
33899975,dynamics of apoptosis-related gene expression during follicular development in yak,"Zhang T, BaSang WD, Chang W, Huo S, Ma X, Ju X, Yu S, Cui S.",J Anim Physiol Anim Nutr (Berl). 2021 Nov;105(6):1002-1013. doi: 10.1111/jpn.13527. Epub 2021 Apr 26.,Zhang T,J Anim Physiol Anim Nutr (Berl),2021,2021/04/26,,,10.1111/jpn.13527,0
34966397,temporal gene expression in apical culms shows early changes in cell wall biosynthesis genes in sugarcane,"Hosaka GK, Correr FH, da Silva CC, Sforça DA, Barreto FZ, Balsalobre TWA, Pasha A, de Souza AP, Provart NJ, Carneiro MS, Margarido GRA.",Front Plant Sci. 2021 Dec 13;12:736797. doi: 10.3389/fpls.2021.736797. eCollection 2021.,Hosaka GK,Front Plant Sci,2021,2021/12/30,PMC8710541,,10.3389/fpls.2021.736797,1
11004512,spatiotemporal regulation of hnrnp m and 2h9 gene expression during mouse embryonic development,"Mahé D, Fischer N, Décimo D, Fuchs JP.",Biochim Biophys Acta. 2000 Jul 24;1492(2-3):414-24. doi: 10.1016/s0167-4781(00)00144-5.,Mahé D,Biochim Biophys Acta,2000,2000/09/27,,,10.1016/s0167-4781(00)00144-5,0
18304030,vitamin d control of gene expression: temporal and spatial parameters for organization of the regulatory machinery,"Montecino M, Stein GS, Stein JL, Lian JB, van Wijnen AJ, Carvallo L, Marcellini S, Cruzat F, Arriagada G.",Crit Rev Eukaryot Gene Expr. 2008;18(2):163-72. doi: 10.1615/critreveukargeneexpr.v18.i2.50.,Montecino M,Crit Rev Eukaryot Gene Expr,2008,2008/02/29,,,10.1615/critreveukargeneexpr.v18.i2.50,0
25966090,correlation between sheep yap1 temporal and spatial expression trends and mstn and myog gene expression,"Lv XY, Sun W, Su R, Li D, Wang QZ, Musa HH, Chen L, Zhang YF, Wu WZ.",Genet Mol Res. 2015 Apr 13;14(2):3244-56. doi: 10.4238/2015.April.13.3.,Lv XY,Genet Mol Res,2015,2015/05/13,,,10.4238/2015.April.13.3,0
26388849,strand-specific community rna-seq reveals prevalent and dynamic antisense transcription in human gut microbiota,"Bao G, Wang M, Doak TG, Ye Y.",Front Microbiol. 2015 Sep 1;6:896. doi: 10.3389/fmicb.2015.00896. eCollection 2015.,Bao G,Front Microbiol,2015,2015/09/22,PMC4555090,,10.3389/fmicb.2015.00896,1
22704837,"comments on ""evolutionary dynamics of rna-like replicator systems""",Higgs PG.,Phys Life Rev. 2012 Sep;9(3):270-1; discussion 279-84. doi: 10.1016/j.plrev.2012.06.010. Epub 2012 Jun 8.,Higgs PG,Phys Life Rev,2012,2012/06/19,,,10.1016/j.plrev.2012.06.010,0
33273929,in vitro versus in vivo models of kidney fibrosis: time-course experimental design is crucial to avoid misinterpretations of gene expression data,"Moein S, Moradzadeh K, Javanmard SH, Nasiri SM, Gheisari Y.",J Res Med Sci. 2020 Sep 30;25:84. doi: 10.4103/jrms.JRMS_906_19. eCollection 2020.,Moein S,J Res Med Sci,2020,2020/12/04,PMC7698384,,10.4103/jrms.JRMS_906_19,1
33752095,"oscillating waves of fox, cyclin and cdk gene expression indicate unique spatiotemporal control of cell cycling during nervous system development in onychophorans","Janssen R, Budd GE.",Arthropod Struct Dev. 2021 May;62:101042. doi: 10.1016/j.asd.2021.101042. Epub 2021 Mar 19.,Janssen R,Arthropod Struct Dev,2021,2021/03/22,,,10.1016/j.asd.2021.101042,0
25116415,a time course-dependent metastatic gene expression signature predicts outcome in human metastatic melanomas,"Chen R, Zhang G, Zhou Y, Li N, Lin J.",Diagn Pathol. 2014 Aug 13;9:155. doi: 10.1186/s13000-014-0155-2.,Chen R,Diagn Pathol,2014,2014/08/14,PMC4149277,,10.1186/s13000-014-0155-2,1
21406116,genome-wide temporal-spatial gene expression profiling of drought responsiveness in rice,"Wang D, Pan Y, Zhao X, Zhu L, Fu B, Li Z.",BMC Genomics. 2011 Mar 16;12:149. doi: 10.1186/1471-2164-12-149.,Wang D,BMC Genomics,2011,2011/03/17,PMC3070656,,10.1186/1471-2164-12-149,1
33859552,spatiotemporal correlation of epileptiform activity and gene expression in vitro,"Schlabitz S, Monni L, Ragot A, Dipper-Wawra M, Onken J, Holtkamp M, Fidzinski P.",Front Mol Neurosci. 2021 Mar 30;14:643763. doi: 10.3389/fnmol.2021.643763. eCollection 2021.,Schlabitz S,Front Mol Neurosci,2021,2021/04/16,PMC8042243,,10.3389/fnmol.2021.643763,0
23144842,maternal diets trigger sex-specific divergent trajectories of gene expression and epigenetic systems in mouse placenta,"Gabory A, Ferry L, Fajardy I, Jouneau L, Gothié JD, Vigé A, Fleur C, Mayeur S, Gallou-Kabani C, Gross MS, Attig L, Vambergue A, Lesage J, Reusens B, Vieau D, Remacle C, Jais JP, Junien C.",PLoS One. 2012;7(11):e47986. doi: 10.1371/journal.pone.0047986. Epub 2012 Nov 5.,Gabory A,PLoS One,2012,2012/11/13,PMC3489896,,10.1371/journal.pone.0047986,0
31208949,correlates of hiv rna concentrations in cerebrospinal fluid during antiretroviral therapy: a longitudinal cohort study,"Livelli A, Vaida F, Ellis RJ, Ma Q, Ferrara M, Clifford DB, Collier AC, Gelman BB, Marra CM, McArthur JC, McCutchan JA, Morgello S, Sacktor N, Simpson DM, Grant I, Letendre SL; CHARTER Group.",Lancet HIV. 2019 Jul;6(7):e456-e462. doi: 10.1016/S2352-3018(19)30143-2. Epub 2019 Jun 14.,Livelli A,Lancet HIV,2019,2019/06/19,,,10.1016/S2352-3018(19)30143-2,0
28089489,long non-coding rnas are associated with spatiotemporal gene expression profiles in the marine gastropod tegula atra,"Détrée C, Núñez-Acuña G, Tapia F, Gallardo-Escárate C.",Mar Genomics. 2017 Jun;33:39-45. doi: 10.1016/j.margen.2017.01.002. Epub 2017 Jan 12.,Détrée C,Mar Genomics,2017,2017/01/17,,,10.1016/j.margen.2017.01.002,0
12111858,temporal analysis of cytokine gene expression during infiltration of porcine neuronal grafts implanted into the rat brain,"Melchior B, Rémy S, Nerrière-Daguin V, Heslan JM, Soulillou JP, Brachet P.",J Neurosci Res. 2002 May 1;68(3):284-92. doi: 10.1002/jnr.10216.,Melchior B,J Neurosci Res,2002,2002/07/12,,,10.1002/jnr.10216,0
26658111,application of gene expression trajectories initiated from erbb receptor activation highlights the dynamics of divergent promoter usage,"Carbajo D, Magi S, Itoh M, Kawaji H, Lassmann T, Arner E, Forrest AR, Carninci P, Hayashizaki Y, Daub CO; FANTOM consortium, Okada-Hatakeyama M, Mar JC.",PLoS One. 2015 Dec 14;10(12):e0144176. doi: 10.1371/journal.pone.0144176. eCollection 2015.,Carbajo D,PLoS One,2015,2015/12/15,PMC4682858,,10.1371/journal.pone.0144176,0
23957861,longitudinal transcriptomic dysregulation in the peripheral blood of transgenic huntington's disease monkeys,"Kocerha J, Liu Y, Willoughby D, Chidamparam K, Benito J, Nelson K, Xu Y, Chi T, Engelhardt H, Moran S, Yang SH, Li SH, Li XJ, Larkin K, Neumann A, Banta H, Yang JJ, Chan AW.",BMC Neurosci. 2013 Aug 17;14:88. doi: 10.1186/1471-2202-14-88.,Kocerha J,BMC Neurosci,2013,2013/08/21,PMC3751855,,10.1186/1471-2202-14-88,0
24495318,unmixing of fluorescence spectra to resolve quantitative time-series measurements of gene expression in plate readers,"Lichten CA, White R, Clark IB, Swain PS.",BMC Biotechnol. 2014 Feb 3;14:11. doi: 10.1186/1472-6750-14-11.,Lichten CA,BMC Biotechnol,2014,2014/02/06,PMC3917901,,10.1186/1472-6750-14-11,0
27367417,studying dynamic features in myocardial infarction progression by integrating mirna-transcription factor co-regulatory networks and time-series rna expression data from peripheral blood mononuclear cells,"Shi H, Zhang G, Wang J, Wang Z, Liu X, Cheng L, Li W.",PLoS One. 2016 Jul 1;11(7):e0158638. doi: 10.1371/journal.pone.0158638. eCollection 2016.,Shi H,PLoS One,2016,2016/07/02,PMC4930172,,10.1371/journal.pone.0158638,0
33386635,early hbv rna kinetics under na treatment may reveal new insights into hbv rna dynamics and na mode of action-more detailed kinetic studies are needed,"Dahari H, Shlomai A, Cotler SJ.",J Viral Hepat. 2021 Apr;28(4):687-688. doi: 10.1111/jvh.13463. Epub 2021 Jan 15.,Dahari H,J Viral Hepat,2021,2021/01/02,PMC7946716,NIHMS1660558,10.1111/jvh.13463,0
28138995,time course analysis of rna quality in placenta preserved by rnalater or flash freezing,"Martin NM, Cooke KM, Radford CC, Perley LE, Silasi M, Flannery CA.",Am J Reprod Immunol. 2017 Apr;77(4):10.1111/aji.12637. doi: 10.1111/aji.12637. Epub 2017 Jan 31.,Martin NM,Am J Reprod Immunol,2017,2017/02/01,PMC5397349,NIHMS841381,10.1111/aji.12637,0
